id_documento,id_siniestro,tipo_documento,entregado,legible,fecha_emision,inconsistencia_detectada,observacion
DOC-000906,SIN-00260,Informe pericial,No,No,,No,No entregado en expediente sintetico
DOC-000907,SIN-00261,Parte policial,Si,Si,2023-08-17,No,OK
DOC-000908,SIN-00261,Datos tercero,No,No,,No,No entregado en expediente sintetico
DOC-000909,SIN-00261,Fotos del dano,Si,Si,2023-08-25,No,OK
DOC-000910,SIN-00261,Informe pericial,Si,Si,2023-08-25,No,OK
DOC-000911,SIN-00262,Parte policial,Si,Si,2023-08-02,No,OK
DOC-000912,SIN-00262,Fotos del dano,Si,Si,2023-08-07,No,OK
DOC-000913,SIN-00262,Factura proforma,Si,Si,2023-08-06,No,OK
DOC-000914,SIN-00262,Informe pericial,Si,Si,2023-08-06,No,OK
DOC-000915,SIN-00263,Parte policial,Si,Si,2024-08-06,No,OK
DOC-000916,SIN-00263,Fotos del dano,No,No,,No,No entregado en expediente sintetico
DOC-000917,SIN-00263,Factura proforma,Si,Si,2024-07-24,No,OK
DOC-000918,SIN-00263,Informe pericial,Si,Si,2024-08-08,No,OK
DOC-000919,SIN-00264,Fotos del dano,Si,Si,2025-11-06,No,OK
DOC-000920,SIN-00264,Factura proforma,Si,Si,2025-11-13,No,OK
DOC-000921,SIN-00264,Informe pericial,Si,Si,2025-11-08,No,OK
DOC-000922,SIN-00265,Parte policial,Si,Si,2025-10-01,No,OK
DOC-000923,SIN-00265,Fotos del dano,Si,Si,2025-09-29,No,OK
DOC-000924,SIN-00265,Factura proforma,Si,Si,2025-10-01,No,OK
DOC-000925,SIN-00265,Informe pericial,Si,Si,2025-09-29,No,OK
DOC-000926,SIN-00266,Factura medica,Si,Si,2026-06-07,No,OK
DOC-000927,SIN-00266,Informe medico,No,No,,No,No entregado en expediente sintetico
DOC-000928,SIN-00266,Parte policial,Si,Si,2026-06-15,No,OK
DOC-000929,SIN-00267,Denuncia fiscalia,Si,Si,2024-07-10,No,OK
DOC-000930,SIN-00267,Matricula,No,No,,No,No entregado en expediente sintetico
DOC-000931,SIN-00267,Llaves,No,No,,No,No entregado en expediente sintetico
DOC-000932,SIN-00267,Informe pericial,No,No,,No,No entregado en expediente sintetico
DOC-000933,SIN-00268,Fotos del dano,Si,Si,2023-12-17,No,OK
DOC-000934,SIN-00268,Informe tecnico,Si,Si,2023-12-31,No,OK
DOC-000935,SIN-00268,Factura proforma,Si,Si,2023-12-24,No,OK
DOC-000936,SIN-00269,Parte policial,Si,Si,2024-08-17,No,OK
DOC-000937,SIN-00269,Datos tercero,Si,Si,2024-08-15,No,OK
DOC-000938,SIN-00269,Fotos del dano,Si,Si,2024-08-14,No,OK
DOC-000939,SIN-00269,Informe pericial,Si,Si,2024-08-15,No,OK
DOC-000940,SIN-00270,Parte policial,Si,Si,2023-03-16,No,OK
DOC-000941,SIN-00270,Fotos del dano,Si,Si,2023-03-26,No,OK
DOC-000942,SIN-00270,Factura proforma,Si,Si,2023-03-16,No,OK
DOC-000943,SIN-00270,Informe pericial,Si,Si,2023-03-18,No,OK
DOC-000944,SIN-00271,Denuncia fiscalia,Si,Si,2025-09-10,No,OK
DOC-000945,SIN-00271,Fotos del dano,Si,Si,2025-09-05,No,OK
DOC-000946,SIN-00271,Factura proforma,Si,No,2025-08-31,No,Documento ilegible
DOC-000947,SIN-00272,Parte policial,Si,Si,2026-07-11,No,OK
DOC-000948,SIN-00272,Fotos del dano,Si,Si,2026-07-09,No,OK
DOC-000949,SIN-00272,Factura proforma,Si,Si,2026-07-05,No,OK
DOC-000950,SIN-00272,Informe pericial,Si,Si,2026-07-06,No,OK
DOC-000951,SIN-00273,Factura medica,Si,Si,2025-12-08,No,OK
DOC-000952,SIN-00273,Informe medico,Si,Si,2025-12-11,No,OK
DOC-000953,SIN-00273,Formulario siniestro,Si,Si,2025-12-04,No,OK
DOC-000954,SIN-00274,Fotos del dano,No,No,,No,No entregado en expediente sintetico
DOC-000955,SIN-00274,Factura proforma,Si,Si,2024-12-06,No,OK
DOC-000956,SIN-00274,Informe pericial,Si,Si,2024-11-29,No,OK
DOC-000957,SIN-00275,Fotos del dano,Si,Si,2024-11-22,No,OK
DOC-000958,SIN-00275,Factura proforma,Si,Si,2024-11-24,No,OK
DOC-000959,SIN-00275,Informe pericial,Si,Si,2024-11-12,No,OK
DOC-000960,SIN-00276,Denuncia fiscalia,Si,Si,2025-07-01,No,OK
DOC-000961,SIN-00276,Matricula,Si,Si,2025-07-01,No,OK
DOC-000962,SIN-00276,Llaves,Si,Si,2025-06-29,No,OK
DOC-000963,SIN-00276,Informe pericial,Si,Si,2025-06-29,No,OK
DOC-000964,SIN-00277,Fotos del dano,Si,Si,2026-01-25,No,OK
DOC-000965,SIN-00277,Informe tecnico,Si,Si,2026-01-24,No,OK
DOC-000966,SIN-00277,Factura proforma,Si,Si,2026-01-19,No,OK
DOC-000967,SIN-00278,Fotos del dano,Si,Si,2026-01-26,No,OK
DOC-000968,SIN-00278,Informe tecnico,Si,Si,2026-02-04,No,OK
DOC-000969,SIN-00278,Factura proforma,Si,Si,2026-01-30,No,OK
DOC-000970,SIN-00279,Factura medica,Si,Si,2026-03-09,No,OK
DOC-000971,SIN-00279,Informe medico,Si,Si,2026-03-11,No,OK
DOC-000972,SIN-00279,Parte policial,Si,Si,2026-03-09,No,OK
DOC-000973,SIN-00280,Fotos del dano,Si,Si,2026-01-31,No,OK
DOC-000974,SIN-00280,Factura proforma,Si,Si,2026-02-02,No,OK
DOC-000975,SIN-00280,Informe pericial,Si,Si,2026-01-29,No,OK
DOC-000976,SIN-00281,Parte policial,Si,Si,2025-04-09,No,OK
DOC-000977,SIN-00281,Fotos del dano,Si,Si,2025-04-16,No,OK
DOC-000978,SIN-00281,Factura proforma,Si,Si,2025-04-15,No,OK
DOC-000979,SIN-00281,Informe pericial,Si,Si,2025-04-02,No,OK
DOC-000980,SIN-00282,Denuncia fiscalia,Si,Si,2025-10-13,No,OK
DOC-000981,SIN-00282,Fotos del dano,Si,Si,2025-10-20,No,OK
DOC-000982,SIN-00282,Factura proforma,Si,Si,2025-10-19,No,OK
DOC-000983,SIN-00283,Factura medica,Si,Si,2024-11-25,No,OK
DOC-000984,SIN-00283,Informe medico,Si,Si,2024-11-28,No,OK
DOC-000985,SIN-00283,Formulario siniestro,Si,Si,2024-11-17,No,OK
DOC-000986,SIN-00284,Factura medica,Si,Si,2024-01-05,No,OK
DOC-000987,SIN-00284,Informe medico,Si,Si,2023-12-29,No,OK
DOC-000988,SIN-00284,Parte policial,Si,Si,2023-12-25,No,OK
DOC-000989,SIN-00285,Parte policial,Si,Si,2026-01-20,No,OK
DOC-000990,SIN-00285,Datos tercero,Si,Si,2026-01-16,No,OK
DOC-000991,SIN-00285,Fotos del dano,Si,Si,2026-01-15,No,OK
DOC-000992,SIN-00285,Informe pericial,Si,Si,2026-01-22,No,OK
DOC-000993,SIN-00286,Parte policial,Si,Si,2025-09-08,No,OK
DOC-000994,SIN-00286,Datos tercero,Si,Si,2025-09-01,No,OK
DOC-000995,SIN-00286,Fotos del dano,Si,Si,2025-09-04,No,OK
DOC-000996,SIN-00286,Informe pericial,Si,Si,2025-08-25,No,OK
DOC-000997,SIN-00287,Denuncia fiscalia,Si,Si,2023-07-23,No,OK
DOC-000998,SIN-00287,Fotos del dano,Si,Si,2023-07-19,No,OK
DOC-000999,SIN-00287,Factura proforma,Si,Si,2023-07-19,No,OK
DOC-001000,SIN-00288,Fotos del dano,Si,Si,2023-06-16,No,OK
DOC-001001,SIN-00288,Factura proforma,Si,Si,2023-06-13,No,OK
DOC-001002,SIN-00288,Informe pericial,Si,Si,2023-06-14,No,OK
DOC-001003,SIN-00289,Parte policial,Si,Si,2025-03-28,No,OK
DOC-001004,SIN-00289,Fotos del dano,Si,Si,2025-03-26,No,OK
DOC-001005,SIN-00289,Factura proforma,Si,Si,2025-04-07,No,OK
DOC-001006,SIN-00289,Informe pericial,Si,Si,2025-04-04,No,OK
DOC-001007,SIN-00290,Fotos del dano,Si,Si,2024-05-29,No,OK
DOC-001008,SIN-00290,Factura proforma,Si,Si,2024-05-30,No,OK
DOC-001009,SIN-00291,Fotos del dano,Si,Si,2024-08-26,No,OK
DOC-001010,SIN-00291,Factura proforma,Si,Si,2024-08-31,No,OK
DOC-001011,SIN-00291,Informe pericial,Si,Si,2024-09-06,No,OK
DOC-001012,SIN-00292,Denuncia fiscalia,Si,Si,2025-12-07,No,OK
DOC-001013,SIN-00292,Fotos del dano,Si,Si,2025-11-29,No,OK
DOC-001014,SIN-00292,Factura proforma,Si,Si,2025-12-02,No,OK
DOC-001015,SIN-00293,Denuncia fiscalia,Si,Si,2026-02-19,No,OK
DOC-001016,SIN-00293,Matricula,Si,Si,2026-02-21,No,OK
DOC-001017,SIN-00293,Llaves,Si,Si,2026-02-26,No,OK
DOC-001018,SIN-00293,Informe pericial,Si,Si,2026-02-14,No,OK
DOC-001019,SIN-00294,Denuncia fiscalia,Si,Si,2025-01-17,Si,Valor no coincide con factura
DOC-001020,SIN-00294,Inventario afectado,Si,Si,2025-01-31,Si,Documento con alteracion simulada
DOC-001021,SIN-00294,Factura proforma,Si,Si,2025-01-23,No,OK
DOC-001022,SIN-00295,Factura medica,Si,Si,2026-01-19,No,OK
DOC-001023,SIN-00295,Informe medico,No,No,,No,No entregado en expediente sintetico
DOC-001024,SIN-00295,Parte policial,No,No,,No,No entregado en expediente sintetico
DOC-001025,SIN-00296,Fotos del dano,Si,Si,2024-01-10,No,OK
DOC-001026,SIN-00296,Factura proforma,Si,Si,2024-01-14,No,OK
DOC-001027,SIN-00296,Informe pericial,Si,Si,2024-01-22,No,OK
DOC-001028,SIN-00297,Parte policial,Si,Si,2024-07-24,No,OK
DOC-001029,SIN-00297,Datos tercero,Si,Si,2024-08-02,No,OK
DOC-001030,SIN-00297,Fotos del dano,Si,Si,2024-08-03,No,OK
DOC-001031,SIN-00297,Informe pericial,Si,Si,2024-07-25,No,OK
DOC-001032,SIN-00298,Parte policial,Si,Si,2023-08-03,No,OK
DOC-001033,SIN-00298,Datos tercero,Si,Si,2023-08-08,No,OK
DOC-001034,SIN-00298,Fotos del dano,Si,Si,2023-08-03,No,OK
DOC-001035,SIN-00298,Informe pericial,Si,Si,2023-07-30,No,OK
DOC-001036,SIN-00299,Fotos del dano,Si,Si,2026-02-10,No,OK
DOC-001037,SIN-00299,Informe tecnico,Si,Si,2026-02-01,No,OK
DOC-001038,SIN-00299,Factura proforma,Si,Si,2026-02-07,No,OK
DOC-001039,SIN-00300,Parte policial,Si,Si,2024-06-28,No,OK
DOC-001040,SIN-00300,Fotos del dano,Si,Si,2024-06-17,No,OK
DOC-001041,SIN-00300,Factura proforma,Si,Si,2024-06-19,No,OK
DOC-001042,SIN-00300,Informe pericial,Si,Si,2024-06-22,No,OK
DOC-001043,SIN-00301,Parte policial,Si,Si,2025-01-11,No,OK
DOC-001044,SIN-00301,Fotos del dano,Si,Si,2025-01-11,No,OK
DOC-001045,SIN-00301,Factura proforma,Si,Si,2025-01-05,No,OK
DOC-001046,SIN-00301,Informe pericial,Si,Si,2025-01-03,Si,Fecha no coincide con evento
DOC-001047,SIN-00302,Fotos del dano,Si,Si,2024-02-05,No,OK
DOC-001048,SIN-00302,Factura proforma,Si,Si,2024-02-16,No,OK
DOC-001049,SIN-00302,Informe pericial,Si,Si,2024-02-17,No,OK
DOC-001050,SIN-00303,Fotos del dano,Si,Si,2025-03-29,No,OK
DOC-001051,SIN-00303,Factura proforma,Si,Si,2025-03-31,No,OK
DOC-001052,SIN-00303,Informe pericial,Si,Si,2025-03-22,No,OK
DOC-001053,SIN-00304,Denuncia fiscalia,Si,Si,2024-05-13,No,OK
DOC-001054,SIN-00304,Matricula,Si,Si,2024-05-05,No,OK
DOC-001055,SIN-00304,Llaves,No,No,,No,No entregado en expediente sintetico
DOC-001056,SIN-00304,Informe pericial,Si,Si,2024-05-06,No,OK
DOC-001057,SIN-00305,Parte policial,Si,Si,2024-05-23,No,OK
DOC-001058,SIN-00305,Datos tercero,Si,Si,2024-05-28,No,OK
DOC-001059,SIN-00305,Fotos del dano,Si,Si,2024-05-20,No,OK
DOC-001060,SIN-00305,Informe pericial,Si,Si,2024-05-17,No,OK
DOC-001061,SIN-00306,Fotos del dano,Si,Si,2024-01-16,No,OK
DOC-001062,SIN-00306,Factura proforma,Si,Si,2024-01-21,No,OK
DOC-001063,SIN-00306,Informe pericial,Si,Si,2024-01-24,No,OK
DOC-001064,SIN-00307,Parte policial,Si,Si,2026-06-10,No,OK
DOC-001065,SIN-00307,Fotos del dano,No,No,,No,No entregado en expediente sintetico
DOC-001066,SIN-00307,Factura proforma,Si,No,2026-06-21,No,Documento ilegible
DOC-001067,SIN-00307,Informe pericial,Si,Si,2026-06-19,No,OK
DOC-001068,SIN-00308,Denuncia fiscalia,Si,Si,2024-10-11,No,OK
DOC-001069,SIN-00308,Fotos del dano,Si,Si,2024-10-03,No,OK
DOC-001070,SIN-00308,Factura proforma,Si,Si,2024-10-07,No,OK
DOC-001071,SIN-00309,Parte policial,Si,Si,2025-01-12,No,OK
DOC-001072,SIN-00309,Fotos del dano,Si,Si,2025-01-17,No,OK
DOC-001073,SIN-00309,Factura proforma,Si,Si,2025-01-23,No,OK
DOC-001074,SIN-00309,Informe pericial,Si,Si,2025-01-12,No,OK
DOC-001075,SIN-00310,Denuncia fiscalia,Si,Si,2024-01-06,No,OK
DOC-001076,SIN-00310,Matricula,Si,Si,2024-01-11,No,OK
DOC-001077,SIN-00310,Llaves,Si,Si,2024-01-02,No,OK
DOC-001078,SIN-00310,Informe pericial,Si,Si,2024-01-06,No,OK
DOC-001079,SIN-00311,Denuncia fiscalia,Si,Si,2025-03-10,No,OK
DOC-001080,SIN-00311,Matricula,Si,Si,2025-03-15,No,OK
DOC-001081,SIN-00311,Llaves,Si,Si,2025-03-24,No,OK
DOC-001082,SIN-00311,Informe pericial,Si,Si,2025-03-16,No,OK
DOC-001083,SIN-00312,Parte policial,Si,Si,2025-07-31,No,OK
DOC-001084,SIN-00312,Datos tercero,Si,Si,2025-08-06,No,OK
DOC-001085,SIN-00312,Fotos del dano,Si,Si,2025-07-31,No,OK
DOC-001086,SIN-00312,Informe pericial,Si,Si,2025-08-04,No,OK
DOC-001087,SIN-00313,Factura medica,Si,Si,2024-01-18,No,OK
DOC-001088,SIN-00313,Informe medico,Si,Si,2024-01-28,No,OK
DOC-001089,SIN-00313,Parte policial,Si,Si,2024-01-17,No,OK
DOC-001090,SIN-00314,Parte policial,Si,Si,2024-02-22,No,OK
DOC-001091,SIN-00314,Fotos del dano,Si,Si,2024-02-18,No,OK
DOC-001092,SIN-00314,Factura proforma,Si,Si,2024-02-19,No,OK
DOC-001093,SIN-00314,Informe pericial,Si,Si,2024-02-22,No,OK
DOC-001094,SIN-00315,Parte policial,No,No,,No,No entregado en expediente sintetico
DOC-001095,SIN-00315,Fotos del dano,No,No,,No,No entregado en expediente sintetico
DOC-001096,SIN-00315,Factura proforma,Si,Si,2024-05-01,No,OK
DOC-001097,SIN-00315,Informe pericial,Si,Si,2024-04-27,No,OK
DOC-001098,SIN-00316,Denuncia fiscalia,Si,Si,2024-03-11,No,OK
DOC-001099,SIN-00316,Fotos del dano,Si,No,2024-03-18,No,Documento ilegible
DOC-001100,SIN-00316,Factura proforma,Si,Si,2024-03-18,No,OK
DOC-001101,SIN-00317,Denuncia fiscalia,Si,Si,2025-02-04,Si,Valor no coincide con factura
DOC-001102,SIN-00317,Matricula,Si,Si,2025-02-01,No,OK
DOC-001103,SIN-00317,Llaves,No,No,,No,No entregado en expediente sintetico
DOC-001104,SIN-00317,Informe pericial,No,No,,No,No entregado en expediente sintetico
DOC-001105,SIN-00318,Denuncia fiscalia,Si,Si,2024-07-21,No,OK
DOC-001106,SIN-00318,Fotos del dano,Si,Si,2024-07-25,No,OK
DOC-001107,SIN-00318,Factura proforma,No,No,,No,No entregado en expediente sintetico
DOC-001108,SIN-00319,Fotos del dano,Si,Si,2026-06-13,No,OK
DOC-001109,SIN-00319,Factura proforma,Si,Si,2026-06-13,No,OK
DOC-001110,SIN-00320,Parte policial,Si,Si,2025-11-10,No,OK
DOC-001111,SIN-00320,Fotos del dano,Si,Si,2025-10-27,No,OK
DOC-001112,SIN-00320,Factura proforma,Si,Si,2025-11-09,No,OK
DOC-001113,SIN-00320,Informe pericial,Si,Si,2025-11-05,No,OK
DOC-001114,SIN-00321,Parte policial,Si,Si,2023-10-26,No,OK
DOC-001115,SIN-00321,Datos tercero,Si,Si,2023-10-31,No,OK
DOC-001116,SIN-00321,Fotos del dano,Si,Si,2023-10-22,No,OK
DOC-001117,SIN-00321,Informe pericial,Si,Si,2023-10-29,No,OK
DOC-001118,SIN-00322,Fotos del dano,Si,Si,2025-08-03,No,OK
DOC-001119,SIN-00322,Factura proforma,Si,Si,2025-07-23,No,OK
DOC-001120,SIN-00322,Informe pericial,Si,Si,2025-08-03,No,OK
DOC-001121,SIN-00323,Denuncia fiscalia,Si,Si,2026-01-08,No,OK
DOC-001122,SIN-00323,Fotos del dano,Si,Si,2026-01-16,No,OK
DOC-001123,SIN-00323,Factura proforma,Si,Si,2026-01-13,No,OK
DOC-001124,SIN-00324,Parte policial,Si,Si,2024-10-15,No,OK
DOC-001125,SIN-00324,Datos tercero,Si,Si,2024-10-11,No,OK
DOC-001126,SIN-00324,Fotos del dano,Si,Si,2024-10-22,No,OK
DOC-001127,SIN-00324,Informe pericial,Si,Si,2024-10-19,No,OK
DOC-001128,SIN-00325,Parte policial,Si,Si,2025-09-26,No,OK
DOC-001129,SIN-00325,Fotos del dano,Si,Si,2025-09-22,No,OK
DOC-001130,SIN-00325,Factura proforma,Si,Si,2025-09-23,No,OK
DOC-001131,SIN-00325,Informe pericial,Si,Si,2025-09-19,No,OK
DOC-001132,SIN-00326,Fotos del dano,Si,Si,2025-11-28,No,OK
DOC-001133,SIN-00326,Factura proforma,Si,No,2025-11-28,No,Documento ilegible
DOC-001134,SIN-00326,Informe pericial,Si,Si,2025-11-25,No,OK
DOC-001135,SIN-00327,Parte policial,Si,Si,2025-08-15,No,OK
DOC-001136,SIN-00327,Datos tercero,Si,Si,2025-08-17,No,OK
DOC-001137,SIN-00327,Fotos del dano,Si,Si,2025-08-04,No,OK
DOC-001138,SIN-00327,Informe pericial,Si,Si,2025-08-04,No,OK
DOC-001139,SIN-00328,Factura medica,Si,Si,2024-07-04,No,OK
DOC-001140,SIN-00328,Informe medico,Si,Si,2024-07-11,No,OK
DOC-001141,SIN-00328,Parte policial,Si,No,2024-07-12,No,Documento ilegible
DOC-001142,SIN-00329,Parte policial,Si,Si,2023-10-18,No,OK
DOC-001143,SIN-00329,Fotos del dano,Si,Si,2023-10-12,No,OK
DOC-001144,SIN-00329,Factura proforma,Si,Si,2023-10-22,No,OK
DOC-001145,SIN-00329,Informe pericial,Si,Si,2023-10-13,No,OK
DOC-001146,SIN-00330,Fotos del dano,Si,Si,2025-06-15,No,OK
DOC-001147,SIN-00330,Factura proforma,Si,Si,2025-06-17,No,OK
DOC-001148,SIN-00330,Informe pericial,Si,Si,2025-06-12,No,OK
DOC-001149,SIN-00331,Denuncia fiscalia,Si,Si,2025-03-11,No,OK
DOC-001150,SIN-00331,Fotos del dano,Si,Si,2025-03-20,No,OK
DOC-001151,SIN-00331,Factura proforma,Si,No,2025-03-18,No,Documento ilegible
DOC-001152,SIN-00332,Fotos del dano,Si,Si,2025-06-18,No,OK
DOC-001153,SIN-00332,Informe tecnico,Si,Si,2025-06-09,No,OK
DOC-001154,SIN-00332,Factura proforma,Si,Si,2025-06-22,No,OK
DOC-001155,SIN-00333,Factura medica,Si,Si,2025-01-02,No,OK
DOC-001156,SIN-00333,Informe medico,Si,Si,2024-12-27,No,OK
DOC-001157,SIN-00333,Parte policial,Si,Si,2025-01-04,No,OK
DOC-001158,SIN-00334,Denuncia fiscalia,Si,Si,2026-04-09,No,OK
DOC-001159,SIN-00334,Matricula,Si,Si,2026-04-04,No,OK
DOC-001160,SIN-00334,Llaves,Si,Si,2026-03-29,No,OK
DOC-001161,SIN-00334,Informe pericial,Si,Si,2026-03-28,No,OK
DOC-001162,SIN-00335,Parte policial,Si,Si,2023-11-19,No,OK
DOC-001163,SIN-00335,Fotos del dano,Si,Si,2023-11-18,No,OK
DOC-001164,SIN-00335,Factura proforma,Si,Si,2023-12-01,No,OK
DOC-001165,SIN-00335,Informe pericial,Si,Si,2023-11-17,No,OK
DOC-001166,SIN-00336,Denuncia fiscalia,Si,Si,2024-12-05,No,OK
DOC-001167,SIN-00336,Matricula,Si,Si,2024-12-18,No,OK
DOC-001168,SIN-00336,Llaves,Si,Si,2024-12-10,No,OK
DOC-001169,SIN-00336,Informe pericial,Si,Si,2024-12-10,No,OK
DOC-001170,SIN-00337,Fotos del dano,Si,Si,2023-01-30,Si,Valor no coincide con factura
DOC-001171,SIN-00337,Factura proforma,Si,Si,2023-01-17,Si,Documento con alteracion simulada
DOC-001172,SIN-00337,Informe pericial,No,No,,No,No entregado en expediente sintetico
DOC-001173,SIN-00338,Factura medica,Si,Si,2024-01-21,No,OK
DOC-001174,SIN-00338,Informe medico,Si,Si,2024-01-23,No,OK
DOC-001175,SIN-00338,Parte policial,Si,Si,2024-01-25,No,OK
DOC-001176,SIN-00339,Fotos del dano,Si,Si,2023-10-15,Si,Documento con alteracion simulada
DOC-001177,SIN-00339,Factura proforma,Si,Si,2023-11-01,No,OK
DOC-001178,SIN-00339,Informe pericial,Si,Si,2023-11-11,No,OK
DOC-001179,SIN-00340,Parte policial,Si,No,2023-08-26,No,Documento ilegible
DOC-001180,SIN-00340,Datos tercero,Si,Si,2023-08-28,No,OK
DOC-001181,SIN-00340,Fotos del dano,Si,Si,2023-08-28,No,OK
DOC-001182,SIN-00340,Informe pericial,Si,Si,2023-08-31,No,OK
DOC-001183,SIN-00341,Fotos del dano,Si,Si,2024-04-04,No,OK
DOC-001184,SIN-00341,Factura proforma,Si,Si,2024-04-02,No,OK
DOC-001185,SIN-00341,Informe pericial,Si,Si,2024-03-24,No,OK
DOC-001186,SIN-00342,Parte policial,Si,Si,2025-03-06,No,OK
DOC-001187,SIN-00342,Datos tercero,Si,Si,2025-03-18,No,OK
DOC-001188,SIN-00342,Fotos del dano,Si,Si,2025-03-04,No,OK
DOC-001189,SIN-00342,Informe pericial,Si,Si,2025-03-10,No,OK
DOC-001190,SIN-00343,Parte policial,Si,Si,2026-03-03,No,OK
DOC-001191,SIN-00343,Datos tercero,Si,Si,2026-03-16,No,OK
DOC-001192,SIN-00343,Fotos del dano,Si,Si,2026-03-02,No,OK
DOC-001193,SIN-00343,Informe pericial,Si,Si,2026-03-16,No,OK
DOC-001194,SIN-00344,Fotos del dano,Si,Si,2025-02-08,No,OK
DOC-001195,SIN-00344,Factura proforma,Si,Si,2025-02-22,No,OK
DOC-001196,SIN-00344,Informe pericial,Si,Si,2025-02-17,No,OK
DOC-001197,SIN-00345,Parte policial,Si,Si,2024-03-05,No,OK
DOC-001198,SIN-00345,Datos tercero,No,No,,No,No entregado en expediente sintetico
DOC-001199,SIN-00345,Fotos del dano,Si,Si,2024-03-14,No,OK
DOC-001200,SIN-00345,Informe pericial,Si,Si,2024-03-06,No,OK
DOC-001201,SIN-00346,Denuncia fiscalia,Si,Si,2023-12-11,No,OK
DOC-001202,SIN-00346,Matricula,Si,Si,2023-12-09,No,OK
DOC-001203,SIN-00346,Llaves,Si,Si,2023-12-16,No,OK
DOC-001204,SIN-00346,Informe pericial,Si,Si,2023-12-12,No,OK
DOC-001205,SIN-00347,Parte policial,Si,Si,2023-04-13,No,OK
DOC-001206,SIN-00347,Datos tercero,Si,Si,2023-04-19,No,OK
DOC-001207,SIN-00347,Fotos del dano,Si,Si,2023-04-14,No,OK
DOC-001208,SIN-00347,Informe pericial,Si,Si,2023-04-25,No,OK
DOC-001209,SIN-00348,Factura medica,Si,Si,2025-04-26,No,OK
DOC-001210,SIN-00348,Informe medico,Si,Si,2025-04-22,No,OK
DOC-001211,SIN-00348,Formulario siniestro,Si,Si,2025-04-22,Si,Fecha no coincide con evento
DOC-001212,SIN-00349,Parte policial,Si,Si,2025-10-22,No,OK
DOC-001213,SIN-00349,Datos tercero,Si,Si,2025-10-02,Si,Documento con alteracion simulada
DOC-001214,SIN-00349,Fotos del dano,Si,Si,2025-10-12,No,OK
DOC-001215,SIN-00349,Informe pericial,Si,Si,2025-10-21,No,OK
DOC-001216,SIN-00350,Denuncia fiscalia,Si,Si,2025-01-29,No,OK
DOC-001217,SIN-00350,Fotos del dano,Si,Si,2025-01-17,No,OK
DOC-001218,SIN-00350,Factura proforma,Si,Si,2025-01-24,No,OK
DOC-001219,SIN-00351,Fotos del dano,No,No,,No,No entregado en expediente sintetico
DOC-001220,SIN-00351,Factura proforma,Si,Si,2026-02-17,No,OK
DOC-001221,SIN-00351,Informe pericial,Si,Si,2026-02-17,No,OK
DOC-001222,SIN-00352,Parte policial,Si,Si,2024-09-23,No,OK
DOC-001223,SIN-00352,Datos tercero,Si,Si,2024-09-15,No,OK
DOC-001224,SIN-00352,Fotos del dano,No,No,,No,No entregado en expediente sintetico
DOC-001225,SIN-00352,Informe pericial,Si,Si,2024-09-11,No,OK
DOC-001226,SIN-00353,Parte policial,Si,Si,2023-09-08,No,OK
DOC-001227,SIN-00353,Datos tercero,Si,Si,2023-09-11,No,OK
DOC-001228,SIN-00353,Fotos del dano,Si,Si,2023-09-08,No,OK
DOC-001229,SIN-00353,Informe pericial,Si,Si,2023-09-14,No,OK
DOC-001230,SIN-00354,Denuncia fiscalia,Si,Si,2023-10-18,No,OK
DOC-001231,SIN-00354,Matricula,No,No,,No,No entregado en expediente sintetico
DOC-001232,SIN-00354,Llaves,Si,No,2023-10-23,No,Documento ilegible
DOC-001233,SIN-00354,Informe pericial,No,No,,No,No entregado en expediente sintetico
DOC-001234,SIN-00355,Parte policial,Si,Si,2024-10-22,No,OK
DOC-001235,SIN-00355,Fotos del dano,Si,Si,2024-10-11,No,OK
DOC-001236,SIN-00355,Factura proforma,Si,Si,2024-10-11,No,OK
DOC-001237,SIN-00355,Informe pericial,Si,Si,2024-10-12,No,OK
DOC-001238,SIN-00356,Fotos del dano,Si,Si,2025-11-09,No,OK
DOC-001239,SIN-00356,Factura proforma,Si,Si,2025-10-31,No,OK
DOC-001240,SIN-00356,Informe pericial,Si,Si,2025-11-01,No,OK
DOC-001241,SIN-00357,Fotos del dano,Si,Si,2024-02-11,No,OK
DOC-001242,SIN-00357,Factura proforma,Si,Si,2024-02-15,No,OK
DOC-001243,SIN-00357,Informe pericial,Si,Si,2024-02-14,No,OK
DOC-001244,SIN-00358,Parte policial,No,No,,No,No entregado en expediente sintetico
DOC-001245,SIN-00358,Fotos del dano,Si,Si,2024-08-31,No,OK
DOC-001246,SIN-00358,Factura proforma,Si,Si,2024-08-23,No,OK
DOC-001247,SIN-00358,Informe pericial,No,No,,No,No entregado en expediente sintetico
DOC-001248,SIN-00359,Parte policial,Si,Si,2024-06-26,No,OK
DOC-001249,SIN-00359,Fotos del dano,Si,Si,2024-07-08,No,OK
DOC-001250,SIN-00359,Factura proforma,Si,Si,2024-07-07,No,OK
DOC-001251,SIN-00359,Informe pericial,Si,Si,2024-06-25,No,OK
DOC-001252,SIN-00360,Fotos del dano,Si,Si,2024-07-17,No,OK
DOC-001253,SIN-00360,Factura proforma,Si,Si,2024-07-15,No,OK
DOC-001254,SIN-00360,Informe pericial,Si,Si,2024-07-19,No,OK
DOC-001255,SIN-00361,Fotos del dano,Si,Si,2024-12-15,No,OK
DOC-001256,SIN-00361,Factura proforma,Si,Si,2024-12-20,No,OK
