id_vehiculo,placa_hash,marca,modelo,anio,chasis_hash,motor_hash,ciudad,uso
VEH-00188,PLC-C36V1231,Suzuki,Swift,2018,CHS-0X5URYBL2OQE,MTR-WFS668FROG,Quito,Particular
VEH-00189,PLC-VQTRMI8Q,Toyota,Fortuner,2018,CHS-ATSWZZA46JZO,MTR-ON4O7933VF,Guayaquil,Particular
VEH-00190,PLC-9BXIITA5,Great Wall,Wingle,2020,CHS-WVO01Z8TUBCI,MTR-JVZYNZE8YM,Quito,Particular
VEH-00191,PLC-G9LC5BLM,Suzuki,Swift,2016,CHS-EYSNOS7E3DX7,MTR-AKU0ZKHI80,Quito,Particular
VEH-00192,PLC-T14KTM63,Toyota,Corolla,2024,CHS-RMAJ2EZP7V53,MTR-3CFS3WTZL0,Quito,Particular
VEH-00193,PLC-LGZCPKR8,Great Wall,Haval H6,2020,CHS-SEN509HXEG6U,MTR-02KQN6C3BE,Santo Domingo,Particular
VEH-00194,PLC-ZMZCAQHI,Suzuki,Swift,2019,CHS-U353EF9P2I4R,MTR-KKBGLSH8ZK,Cuenca,Particular
VEH-00195,PLC-LNC8N2D7,Nissan,Versa,2020,CHS-GYT2DADYMPXP,MTR-MFB0BAVMEO,Ambato,Carga liviana
VEH-00196,PLC-6GUU9MN8,Hyundai,Accent,2014,CHS-Z1HONGWULAZU,MTR-AYN3OERXCE,Quito,Taxi/Ride-hailing
VEH-00197,PLC-KQGUYIVL,Suzuki,Vitara,2023,CHS-U4EVB2Y6O6AO,MTR-BHTP1PFDIX,Guayaquil,Particular
VEH-00198,PLC-P2VIRUC7,Great Wall,Wingle,2022,CHS-0SBOVVPN8DPO,MTR-Y7UL2AE5EM,Quito,Particular
VEH-00199,PLC-9NP6F13T,Toyota,Corolla,2016,CHS-KMP1LPTS2MR4,MTR-FXZYK42161,Loja,Comercial
VEH-00200,PLC-1FT8J9LQ,Suzuki,Vitara,2023,CHS-Y3T3SY94EVI4,MTR-MJMAA6X5Z0,Manta,Carga liviana
VEH-00201,PLC-E0CHYKM1,Mazda,CX-5,2021,CHS-QW65XDY1PP4C,MTR-XBJQ3JQPKA,Loja,Particular
VEH-00202,PLC-F7M1K1QT,Great Wall,Haval H6,2023,CHS-68YT0FGWJRNZ,MTR-TAK5AGE070,Quito,Particular
VEH-00203,PLC-IM5L6H2N,Hyundai,Accent,2020,CHS-LMDLMQ02GKFS,MTR-FYHREVBP45,Cuenca,Particular
VEH-00204,PLC-ACGN7AY7,Chevrolet,D-Max,2023,CHS-R54V1VXVUPXZ,MTR-YDWVGA3ZIB,Quito,Particular
VEH-00205,PLC-PX2460MA,Nissan,X-Trail,2023,CHS-UBXCU2O5ZFW1,MTR-4GYSMJ76CI,Manta,Particular
VEH-00206,PLC-H48PPNKF,Suzuki,Vitara,2024,CHS-G1BKUYROQ4HI,MTR-85FVOEVYY9,Quito,Carga liviana
VEH-00207,PLC-SFHFVMHX,Toyota,Corolla,2018,CHS-IUYATD8MY1UX,MTR-I7OGZA83UJ,Guayaquil,Comercial
VEH-00208,PLC-JSJCUT6H,Toyota,Rav4,2023,CHS-R4N5SYDVJNOD,MTR-L5ZTKB9ZV1,Quito,Particular
VEH-00209,PLC-SSM9ZGIU,Great Wall,Haval H6,2015,CHS-DT3KI24SJNNM,MTR-AXGJY1KDGW,Loja,Carga liviana
VEH-00210,PLC-V1JZPCHP,Chevrolet,Sail,2025,CHS-Z5TLYF3YR2XA,MTR-HHFH56OB4R,Quito,Particular
VEH-00211,PLC-1TIGUE8L,Hyundai,Creta,2021,CHS-ZBZ9875E78HN,MTR-HLLA92UHCI,Quito,Particular
VEH-00212,PLC-CFH6TX8K,Kia,Picanto,2024,CHS-1APTC7S82I5U,MTR-7W86NGCPCM,Cuenca,Particular
VEH-00213,PLC-NWRI1E9Q,Toyota,Corolla,2022,CHS-QYKZ3FQ1J8NE,MTR-RMX6K0JU1Y,Manta,Particular
VEH-00214,PLC-H90EVFXV,Kia,Picanto,2016,CHS-RJORAGYOYGHL,MTR-7T5G7WS9RG,Guayaquil,Taxi/Ride-hailing
VEH-00215,PLC-89Z4IQA6,Great Wall,Wingle,2019,CHS-JIJYRDXP03L2,MTR-W36SR17OTF,Quito,Carga liviana
VEH-00216,PLC-EPFKDFS9,Mazda,BT-50,2022,CHS-5A16I4568HZA,MTR-MA18WP7C2K,Guayaquil,Particular
VEH-00217,PLC-I6WD15YK,Toyota,Corolla,2015,CHS-XHVP8HST4SQN,MTR-AZNT6C35DW,Santo Domingo,Particular
VEH-00218,PLC-WLZWAG15,Nissan,Frontier,2016,CHS-MF76J0H5AJQO,MTR-4ZXTX1L8RG,Guayaquil,Carga liviana
VEH-00219,PLC-1AWMHMSC,Suzuki,Vitara,2017,CHS-IZ0VCKM4RH05,MTR-95IUZ6YIHG,Cuenca,Comercial
VEH-00220,PLC-PDV1A14S,Mazda,Mazda 3,2013,CHS-S5F1PJ6LPRHQ,MTR-P1M4G6LMJO,Quito,Particular
VEH-00221,PLC-1BMFDY07,Nissan,Versa,2025,CHS-TOOV14D61DTH,MTR-RXRW0PUDLC,Guayaquil,Particular
VEH-00222,PLC-RG1LQ5XV,Mazda,BT-50,2019,CHS-THGA9IVXX7XP,MTR-RNYFGIHCMM,Cuenca,Particular
VEH-00223,PLC-4M8JCIM0,Kia,Picanto,2019,CHS-9Q9WX2H1E407,MTR-6BKRISCDMZ,Machala,Particular
VEH-00224,PLC-6Y9YZRNL,Kia,Sportage,2020,CHS-AKNA6367QTOS,MTR-R9HKOC8PSC,Guayaquil,Particular
VEH-00225,PLC-DPN8HAWX,Nissan,Versa,2019,CHS-UF9QI0SUDAWO,MTR-RLQB8GYQ9N,Machala,Comercial
VEH-00226,PLC-ZJ2O1XJ4,Nissan,Versa,2022,CHS-F5L3LLM5LSBT,MTR-KLZMEJE1P3,Quito,Taxi/Ride-hailing
VEH-00227,PLC-AGYYBHAC,Kia,Sportage,2023,CHS-IPFRJAAG8VFM,MTR-I42KTV4JPD,Loja,Particular
VEH-00228,PLC-G8SG60JA,Kia,Rio,2024,CHS-OBO1YJWSOYH5,MTR-KHOGSWEVHX,Quito,Taxi/Ride-hailing
VEH-00229,PLC-17VL1JTS,Chevrolet,Onix,2017,CHS-WGR5XQEAJJUJ,MTR-Y24EH1RJFU,Santo Domingo,Carga liviana
VEH-00230,PLC-140VIPY0,Great Wall,Haval H6,2019,CHS-9588588OYF07,MTR-OFPXANBX94,Quito,Carga liviana
VEH-00231,PLC-IS3J90PN,Chevrolet,D-Max,2020,CHS-ODIHJYB1XDGE,MTR-4KBJXJFPEA,Machala,Particular
VEH-00232,PLC-I7T40V2A,Hyundai,Accent,2021,CHS-SHJDCL6KAZ13,MTR-9Q6TO1KRF7,Manta,Particular
VEH-00233,PLC-OZL9E34U,Toyota,Rav4,2022,CHS-ZYKDX1MRGGEX,MTR-VBPSK8GENA,Machala,Comercial
VEH-00234,PLC-FC4CDUFT,Toyota,Hilux,2018,CHS-AWSZ6MUZWIGV,MTR-06G6JBY4CS,Quito,Particular
VEH-00235,PLC-ONJK677V,Kia,Rio,2025,CHS-2IVSX1CYPNEJ,MTR-5GAJT9F5G3,Cuenca,Particular
VEH-00236,PLC-XWFEL3Q4,Hyundai,Tucson,2019,CHS-Q2IH5CXSZ0I2,MTR-X6UXF062QC,Machala,Particular
VEH-00237,PLC-GSYKZEOY,Toyota,Hilux,2017,CHS-3FW3383GFLGZ,MTR-1MZVEUV5N4,Cuenca,Particular
VEH-00238,PLC-NUCYDX14,Hyundai,Creta,2017,CHS-NDNB1RQLFJER,MTR-ZFT207NQLD,Guayaquil,Particular
VEH-00239,PLC-W0448K1W,Mazda,CX-5,2017,CHS-YA9MEJUUAJ3J,MTR-5UH0Q7A2I2,Santo Domingo,Particular
VEH-00240,PLC-M08KYNWN,Chevrolet,Aveo,2023,CHS-MAXXBTT6H530,MTR-0WW817VHL3,Guayaquil,Particular
VEH-00241,PLC-1SGFGFB0,Hyundai,Creta,2020,CHS-G58G26CS0NO3,MTR-9YHM4HW30Z,Quito,Particular
VEH-00242,PLC-QT0PA0CA,Toyota,Fortuner,2019,CHS-BJX7UVK1P9ZM,MTR-ZD1IYLZU7K,Guayaquil,Particular
VEH-00243,PLC-ZQ9KUNFF,Hyundai,Tucson,2022,CHS-B1AJB8FYBI3W,MTR-LPOTM8PYQD,Quito,Particular
VEH-00244,PLC-H3HGJSQL,Chevrolet,Onix,2024,CHS-FE5XNZG5B0E5,MTR-EN0YU2KLTA,Machala,Taxi/Ride-hailing
VEH-00245,PLC-W48AK7QH,Chevrolet,Sail,2025,CHS-MB8B76JNXHNB,MTR-UIOFIRR4MF,Cuenca,Particular
VEH-00246,PLC-516ZMQLM,Nissan,Frontier,2023,CHS-RZGTKN5121RU,MTR-GY1MWXE2KC,Guayaquil,Carga liviana
VEH-00247,PLC-7WZBHLU1,Great Wall,Haval H6,2022,CHS-LWPENXXJUHAU,MTR-AVN3UO9EYS,Quito,Particular
VEH-00248,PLC-E01UUMMD,Kia,Picanto,2023,CHS-55CR0HH2KUYP,MTR-BSBA3SIZC8,Guayaquil,Taxi/Ride-hailing
VEH-00249,PLC-0TRUWZF9,Chevrolet,Sail,2021,CHS-U5DZT35HXGBO,MTR-DAIGU1OKFM,Quito,Particular
VEH-00250,PLC-CHDTEQVY,Chevrolet,Sail,2018,CHS-RKI3HIUJ02H7,MTR-7P45RU4OFQ,Manta,Comercial
VEH-00251,PLC-PNEE5DNA,Mazda,Mazda 3,2024,CHS-N3YM5GVN76UT,MTR-3J6GIOXY26,Cuenca,Particular
VEH-00252,PLC-TGJ3GHPB,Kia,Picanto,2020,CHS-3LRB472WQH9F,MTR-W1NJZ616VD,Guayaquil,Particular
VEH-00253,PLC-1MSMZLR7,Chevrolet,Captiva,2023,CHS-571GDPHOHDCR,MTR-PE8GROZZZG,Guayaquil,Particular
VEH-00254,PLC-NWSSAGL6,Nissan,Frontier,2018,CHS-4TPKUEKLV3JA,MTR-41VBLQEKAW,Manta,Carga liviana
VEH-00255,PLC-CBSO76KJ,Suzuki,Vitara,2021,CHS-GGTV25W8Q5QX,MTR-3AWTV74HR7,Guayaquil,Particular
VEH-00256,PLC-JW5BP1XN,Great Wall,Wingle,2022,CHS-FMYGR827LQWV,MTR-Z0RTMC7VH1,Quito,Comercial
VEH-00257,PLC-A5J3J7S9,Mazda,CX-5,2016,CHS-KT5SESA3CNSH,MTR-D5TA1WADQI,Guayaquil,Particular
VEH-00258,PLC-JM1FSOC4,Hyundai,Tucson,2023,CHS-WPY1ZGQTTL1U,MTR-IMQI09MTTF,Quito,Particular
VEH-00259,PLC-1GI72U6W,Suzuki,Vitara,2020,CHS-3W13003B9B0F,MTR-ITP6XI8SDZ,Machala,Particular
VEH-00260,PLC-FDRGVGS4,Suzuki,Swift,2024,CHS-VDH6DN7J95IO,MTR-JTTA5MHEAJ,Cuenca,Particular
VEH-00261,PLC-4B62ZDHT,Kia,Sportage,2018,CHS-Z4LP8Q2H1JBL,MTR-JPK68M44SS,Quito,Particular
VEH-00262,PLC-ZYG301JB,Suzuki,Swift,2022,CHS-S3HYATC2CWI3,MTR-3RAKW66NW7,Machala,Particular
VEH-00263,PLC-V3IRTZE4,Hyundai,Santa Fe,2022,CHS-Y4L67QIUWZEC,MTR-BKOGG54UOP,Quito,Particular
VEH-00264,PLC-DQHCE2XB,Great Wall,Haval H6,2025,CHS-LUG2YI9MMQ52,MTR-SOMK17MFBG,Santo Domingo,Particular
VEH-00265,PLC-8EVL75MN,Chevrolet,D-Max,2023,CHS-46WW9IE21YEF,MTR-I7TGH5OD8V,Manta,Particular
VEH-00266,PLC-WEKSE8P7,Nissan,Frontier,2020,CHS-6TZD8H4QBCV0,MTR-QMVDIN9VDP,Manta,Particular
VEH-00267,PLC-0F94IRCG,Chevrolet,D-Max,2025,CHS-C56OW14TOBDB,MTR-M8YB94DYYI,Ambato,Particular
VEH-00268,PLC-XWMV1DPO,Hyundai,Tucson,2020,CHS-FAO08CAPDEDI,MTR-2LSCUWPSIZ,Guayaquil,Particular
VEH-00269,PLC-8N5WO2TX,Kia,Rio,2018,CHS-9SP7RU86GDW0,MTR-5RFNI7OT9N,Quito,Particular
VEH-00270,PLC-23HB5CRR,Hyundai,Tucson,2025,CHS-YTFDRY5BYY2C,MTR-ONYL18DTC8,Cuenca,Comercial
VEH-00271,PLC-NBV11DG9,Mazda,CX-5,2024,CHS-YS8317QKY3PI,MTR-ARRFP8SVZC,Machala,Particular
VEH-00272,PLC-AHTUQL23,Nissan,X-Trail,2024,CHS-B2A3CW49N0DF,MTR-R9UE2LQRQ5,Guayaquil,Particular
VEH-00273,PLC-CL62UC9O,Hyundai,Tucson,2018,CHS-DQQBW8CPWGE6,MTR-2H6EPNUX0E,Guayaquil,Particular
VEH-00274,PLC-XV0X4SBK,Hyundai,Tucson,2019,CHS-XCSJBGNU66WN,MTR-YCJYFEO690,Santo Domingo,Particular
VEH-00275,PLC-772URMSP,Chevrolet,Onix,2021,CHS-VPXO3UHP20XF,MTR-W96EX4O20O,Quito,Particular
VEH-00276,PLC-0IQSVUHF,Hyundai,Accent,2023,CHS-006J5ML3AKH0,MTR-Q94GIC1BKE,Manta,Particular
VEH-00277,PLC-Z9PSHVVG,Great Wall,Haval H6,2020,CHS-CEW2021S4IL6,MTR-FJAX3YU2L6,Manta,Particular
VEH-00278,PLC-VD7761SU,Kia,Sportage,2019,CHS-YULJCN17RUGW,MTR-SKHSR52OKS,Quito,Carga liviana
VEH-00279,PLC-JGN96KBC,Kia,Sportage,2022,CHS-88MA5BXNS127,MTR-I3SHH215QF,Quito,Taxi/Ride-hailing
VEH-00280,PLC-OEUK6VR3,Kia,Picanto,2024,CHS-6EUC1G7UM9CA,MTR-PIYOMQ4J5L,Loja,Particular
VEH-00281,PLC-NA1E59NL,Toyota,Hilux,2025,CHS-C0QYPW47LTOS,MTR-55ZW84SGOH,Quito,Carga liviana
VEH-00282,PLC-UP1HL3UH,Nissan,Frontier,2025,CHS-WZI450PBSR6N,MTR-0D9UQU0Z21,Santo Domingo,Particular
VEH-00283,PLC-VCT20OK8,Nissan,Frontier,2023,CHS-NHVI8BBYFVW9,MTR-ED7NX8MK8Z,Santo Domingo,Comercial
VEH-00284,PLC-N9PACB7G,Hyundai,Santa Fe,2019,CHS-6Z5CKSTBOPCR,MTR-HYZIRFEE60,Quito,Particular
VEH-00285,PLC-ZMTU16BT,Hyundai,Tucson,2023,CHS-R3MGQ4YS1FO0,MTR-9R4S86PYB5,Ambato,Particular
VEH-00286,PLC-BZO2X4GT,Kia,Seltos,2018,CHS-VJFG9KN5PFJZ,MTR-47OD5Q0TVJ,Machala,Particular
VEH-00287,PLC-N9585UPU,Great Wall,Wingle,2019,CHS-3469FG1EYIAK,MTR-7HKM2HC15K,Cuenca,Particular
VEH-00288,PLC-SH1SR7UX,Hyundai,Creta,2020,CHS-KJS7NX7Q43NV,MTR-IK74AU0LJ4,Guayaquil,Particular
VEH-00289,PLC-G83VGD3K,Nissan,X-Trail,2017,CHS-EW9OWAMRS1TX,MTR-ZQ98MEJGNR,Loja,Particular
VEH-00290,PLC-R4NKAONF,Hyundai,Creta,2019,CHS-JJK4AUEDI621,MTR-4UT6HP9ZYY,Guayaquil,Particular
VEH-00291,PLC-NKRJ1925,Mazda,Mazda 3,2015,CHS-QH91WLBX3W1N,MTR-9MYXLAM2X7,Quito,Particular
VEH-00292,PLC-Q6ARCR4Z,Mazda,BT-50,2025,CHS-CQRDB435L48G,MTR-CXBJLIF0HD,Guayaquil,Particular
VEH-00293,PLC-RMBVUKX7,Mazda,BT-50,2024,CHS-AZ0DEM6JRFL2,MTR-CRM60LATR9,Cuenca,Particular
VEH-00294,PLC-FLFLUBKA,Kia,Seltos,2016,CHS-NX3FPTMITDYS,MTR-LRIU0OMRML,Quito,Carga liviana
VEH-00295,PLC-WXW72KCY,Suzuki,Swift,2016,CHS-J8N1WSNV69RF,MTR-6NQN3QCH7L,Quito,Particular
VEH-00296,PLC-CUGWAK04,Mazda,CX-5,2022,CHS-VVGLWTK38LB2,MTR-31Z4PQXV4Z,Guayaquil,Particular
VEH-00297,PLC-RZBK6KT7,Toyota,Hilux,2020,CHS-MIIVDFTJW3ZK,MTR-3AJMLTTFLP,Loja,Comercial
VEH-00298,PLC-XA4KWG49,Toyota,Corolla,2023,CHS-ZN4Y3PGYIUIZ,MTR-US1Z8EW5BO,Guayaquil,Taxi/Ride-hailing
VEH-00299,PLC-6AZEOI5M,Toyota,Fortuner,2020,CHS-CNT1FVYL1JST,MTR-Y4CQ0LKZ7G,Quito,Particular
VEH-00300,PLC-AKUI6Y3A,Kia,Seltos,2024,CHS-5Z1DT1QH26X4,MTR-V8XHL18YFJ,Quito,Particular
VEH-00301,PLC-31D3SCH5,Nissan,Versa,2021,CHS-3XDXQ1VSB8RL,MTR-SW0B2UTCHW,Machala,Particular
VEH-00302,PLC-8GIJ51RW,Great Wall,Wingle,2017,CHS-3P73CEUXCJGY,MTR-6FVT1ZBLQF,Guayaquil,Comercial
VEH-00303,PLC-T68PDX4N,Kia,Sportage,2022,CHS-1RLR6CZLSRA0,MTR-NB0IRR3UGO,Guayaquil,Particular
VEH-00304,PLC-30V8Y49A,Toyota,Hilux,2022,CHS-VVUW2J35N8KY,MTR-QZCF59WFN7,Cuenca,Particular
VEH-00305,PLC-BJKW10BS,Mazda,CX-5,2022,CHS-95PY8IYHGZNN,MTR-HSLKZ90WN0,Quito,Taxi/Ride-hailing
VEH-00306,PLC-U688ZOZ5,Mazda,Mazda 3,2016,CHS-3S2KLZSA8V3L,MTR-GY000MBOI6,Quito,Carga liviana
VEH-00307,PLC-PK4FXBY9,Great Wall,Wingle,2019,CHS-6MK3XPL4MUIS,MTR-EBN33P2PL3,Guayaquil,Particular
VEH-00308,PLC-EAC074YE,Mazda,BT-50,2018,CHS-0Q8H8B24DSZC,MTR-XZ621HGJQH,Quito,Particular
VEH-00309,PLC-4NQGVE35,Mazda,BT-50,2025,CHS-PQVS2V2QRCIJ,MTR-7SBOXXSTKT,Guayaquil,Particular
VEH-00310,PLC-IJSYQOBN,Nissan,Versa,2023,CHS-TJAQX67Z4KWJ,MTR-6U7XY5K74L,Guayaquil,Particular
VEH-00311,PLC-NOJRHMW5,Kia,Picanto,2018,CHS-3A7OMXCZGV6E,MTR-R988FD27PP,Guayaquil,Particular
VEH-00312,PLC-3LCR9RFM,Toyota,Corolla,2023,CHS-EI7TDNOP43G8,MTR-DUEM4H2F4M,Cuenca,Particular
VEH-00313,PLC-1H2M3AQ0,Suzuki,Swift,2022,CHS-R5LV646STQ8P,MTR-VR96T2HL5A,Guayaquil,Particular
VEH-00314,PLC-E1TG2V8L,Suzuki,Swift,2017,CHS-MGONT6TU74GT,MTR-NJUKMZKKKU,Loja,Carga liviana
VEH-00315,PLC-Q4TXJTVW,Great Wall,Haval H6,2018,CHS-U2T1Z0AZD0WI,MTR-3RBMNQSXBU,Loja,Particular
VEH-00316,PLC-2RGEPKU4,Toyota,Corolla,2022,CHS-4CY5PRYDGDVR,MTR-8X2SH4IEU0,Guayaquil,Comercial
VEH-00317,PLC-F2PU8Q97,Nissan,X-Trail,2018,CHS-SBIEUX2NLU3O,MTR-3XVMQQBIH0,Santo Domingo,Particular
VEH-00318,PLC-6XB1C6U8,Chevrolet,Onix,2015,CHS-5SVEEF9H8K6F,MTR-3ME1R32JVE,Ambato,Particular
VEH-00319,PLC-ZSAYBAOU,Suzuki,Swift,2024,CHS-1JQOU83MWJMJ,MTR-NTLGB8CI8W,Guayaquil,Carga liviana
VEH-00320,PLC-MTK1RONW,Mazda,BT-50,2022,CHS-BI2HYB2NYD22,MTR-ZMNYHFL67H,Quito,Particular
VEH-00321,PLC-U0MNF6X4,Suzuki,Swift,2023,CHS-Q6H3BAY0ZGWX,MTR-TE1TOFY4BR,Quito,Particular
VEH-00322,PLC-LAI7JI4C,Chevrolet,Aveo,2024,CHS-DNSX0K0LL7JL,MTR-XHKB5NTZXQ,Santo Domingo,Particular
VEH-00323,PLC-4CJ0C8Y7,Chevrolet,D-Max,2014,CHS-KKGAWOF0EH43,MTR-082IAT44QI,Quito,Particular
VEH-00324,PLC-MIO6IJOF,Kia,Seltos,2021,CHS-GZSGPOQLTV37,MTR-7RIU1XJCYD,Guayaquil,Comercial
VEH-00325,PLC-PKZUA44W,Chevrolet,Aveo,2022,CHS-MZ2N3Q82HR6V,MTR-VLQV593GV7,Loja,Particular
VEH-00326,PLC-IGO3HH9S,Great Wall,Wingle,2025,CHS-IWT219F6LZ6M,MTR-JOBMW7J77D,Ambato,Comercial
VEH-00327,PLC-GKOJ81MR,Toyota,Corolla,2020,CHS-DZSY7043UITA,MTR-EQ9TNED0IJ,Guayaquil,Particular
VEH-00328,PLC-0ZMPWEOR,Toyota,Rav4,2023,CHS-IZHJN2JRUAH7,MTR-T7G4O2TH83,Quito,Particular
VEH-00329,PLC-CYQH31K5,Mazda,CX-5,2025,CHS-SO7GFXP510DG,MTR-RRQ6V0QWFA,Santo Domingo,Particular
VEH-00330,PLC-1RG59Y7Y,Toyota,Rav4,2018,CHS-CGGGHPX0ZCW2,MTR-37CZ1BNLBV,Ambato,Particular
VEH-00331,PLC-QWWWPR2D,Chevrolet,Captiva,2024,CHS-U3QKN99UZWL5,MTR-FVW8OUTGFZ,Machala,Particular
VEH-00332,PLC-5WV2XKKU,Hyundai,Creta,2018,CHS-BHMT69S98LZE,MTR-MFFZQJV8WZ,Guayaquil,Particular
VEH-00333,PLC-FUO2CP9J,Nissan,X-Trail,2022,CHS-RB5OOPO2NJAS,MTR-PB42099M0L,Guayaquil,Comercial
VEH-00334,PLC-XQ1XXPU8,Great Wall,Haval H6,2023,CHS-WEIUP8IG648U,MTR-GOW9O3RD32,Guayaquil,Particular
VEH-00335,PLC-9DW4JEWE,Hyundai,Tucson,2022,CHS-RQB51IZN2T8T,MTR-VO60J8UADW,Guayaquil,Particular
VEH-00336,PLC-KMPLLB5H,Kia,Rio,2021,CHS-VFGZY0Y4IVLG,MTR-TWL1Q5FLQZ,Ambato,Particular
VEH-00337,PLC-G7QBD9DX,Kia,Picanto,2021,CHS-GKA7AAUYTBXE,MTR-LM5L8NWGJX,Quito,Particular
VEH-00338,PLC-2BC8HTSG,Hyundai,Accent,2024,CHS-WL7KG5MJV39Y,MTR-2H9EVPXJP5,Santo Domingo,Particular
VEH-00339,PLC-4G7FU787,Mazda,BT-50,2025,CHS-Z8MSUI2MS1Z1,MTR-YF5B5GU94Y,Guayaquil,Particular
VEH-00340,PLC-7CMFT8LU,Nissan,X-Trail,2023,CHS-D8BDTYMW8D16,MTR-7L6XCNG3LO,Loja,Particular
VEH-00341,PLC-ACYNHSAP,Toyota,Rav4,2018,CHS-VLYOXZCJJPQ1,MTR-TNR0A00YRM,Quito,Comercial
VEH-00342,PLC-2IOEHHK5,Chevrolet,Captiva,2014,CHS-EL8UKQZS8SSQ,MTR-GHZMF95MI7,Guayaquil,Carga liviana
VEH-00343,PLC-YLFEP1X2,Kia,Rio,2018,CHS-J2C6MNUCAJVQ,MTR-LW3MDZYJS6,Guayaquil,Particular
VEH-00344,PLC-2B2EP7S9,Toyota,Fortuner,2022,CHS-KJ9UDHE078BK,MTR-UXCJGOAYAD,Quito,Comercial
VEH-00345,PLC-C8EB4YSY,Kia,Sportage,2023,CHS-2P5QW34J38XO,MTR-JSLYQKXB1T,Ambato,Particular
VEH-00346,PLC-WNZ00322,Toyota,Rav4,2016,CHS-Y3XVUZI7NPNM,MTR-MX390XTNZJ,Guayaquil,Particular
VEH-00347,PLC-0DMNV9KY,Suzuki,Swift,2025,CHS-71L2BNYLRJZM,MTR-J0U3PI5U7C,Guayaquil,Particular
VEH-00348,PLC-DVFUWMJN,Kia,Rio,2013,CHS-TEXU24VLSTG9,MTR-KJK0H80K99,Ambato,Particular
VEH-00349,PLC-PHJ2GCIY,Nissan,X-Trail,2024,CHS-4Y4KBX2L2B5W,MTR-VFXELITZJH,Cuenca,Carga liviana
VEH-00350,PLC-FW5B0KXQ,Toyota,Fortuner,2019,CHS-M6R7B5UKDPTQ,MTR-21VCR3FV9C,Ambato,Particular
VEH-00351,PLC-YM4YYCRY,Chevrolet,Onix,2013,CHS-VX610VIWQ9M5,MTR-SRF2FU6HBI,Loja,Comercial
VEH-00352,PLC-JPFEAAVE,Kia,Sportage,2020,CHS-J3VGHDIMFLFF,MTR-A1ONDFYU7M,Quito,Particular
VEH-00353,PLC-D2L6AFLM,Suzuki,Vitara,2021,CHS-QJ8MHEMLUOKZ,MTR-S06SN1QWP7,Quito,Particular
VEH-00354,PLC-EDE5WD1F,Nissan,Frontier,2023,CHS-2AFUXEQU2W4X,MTR-5T5U8MOKCW,Santo Domingo,Particular
VEH-00355,PLC-32JJY0BI,Mazda,CX-5,2021,CHS-UYJZXA1LJLNG,MTR-BZ4JRVMB5Z,Santo Domingo,Particular
VEH-00356,PLC-511K5DWG,Nissan,Versa,2017,CHS-EU4SJP75N05A,MTR-TKVT1HI7SV,Manta,Particular
VEH-00357,PLC-4EB2X0PN,Hyundai,Santa Fe,2022,CHS-UOU4R9VVMIUO,MTR-PP54BU6GYJ,Ambato,Particular
VEH-00358,PLC-RE2YMRJX,Suzuki,Swift,2022,CHS-D4POAUW49JRU,MTR-5U8MMHSDM7,Quito,Comercial
VEH-00359,PLC-ATQNJSBB,Great Wall,Haval H6,2023,CHS-0FX3J2Y9K2UG,MTR-R3RM3SKIUB,Quito,Particular
VEH-00360,PLC-Y9B1UZLU,Suzuki,Swift,2017,CHS-CSUC6DI5EEIJ,MTR-G7KPFXWVF0,Manta,Particular
VEH-00361,PLC-ZJ9FN2KH,Great Wall,Wingle,2021,CHS-QOPD9BDO4CCO,MTR-OJI6UUYZB6,Quito,Comercial
VEH-00362,PLC-CNO5AWFX,Great Wall,Wingle,2014,CHS-6KZNJ8ASR9X6,MTR-YKMQVMUQZH,Guayaquil,Particular
VEH-00363,PLC-HCYGNMTN,Suzuki,Swift,2018,CHS-TX3DOQN6BTAN,MTR-LVN5YU3ZK5,Guayaquil,Particular
VEH-00364,PLC-ABDARAT2,Toyota,Hilux,2022,CHS-YKGDXNM1XER0,MTR-BTCHTJQ3NH,Guayaquil,Taxi/Ride-hailing
VEH-00365,PLC-HFP39RRB,Chevrolet,Captiva,2017,CHS-4EJNEZYBC513,MTR-0LACERS4MR,Ambato,Particular
VEH-00366,PLC-AC195ODS,Toyota,Corolla,2023,CHS-XFX348KXX98J,MTR-UW0LZX3WSJ,Quito,Comercial
VEH-00367,PLC-1FQIVW32,Suzuki,Swift,2020,CHS-8KCV6JV8KINZ,MTR-F0H68C7GAQ,Ambato,Carga liviana
VEH-00368,PLC-V5HUX9Z7,Hyundai,Accent,2023,CHS-ZOW0GO3JMA6G,MTR-5JETPZTN8G,Cuenca,Carga liviana
VEH-00369,PLC-NLEEQ2H1,Chevrolet,Sail,2019,CHS-WZATVYXNT14C,MTR-5C5UWBQ4Y8,Quito,Comercial
VEH-00370,PLC-BYC5F4Q8,Mazda,Mazda 3,2021,CHS-FFPG3YVP4CUT,MTR-92N0GAIB62,Guayaquil,Particular
VEH-00371,PLC-8DQH75L2,Nissan,X-Trail,2022,CHS-SKCSV1HJEM45,MTR-PAYLYCTLOV,Quito,Taxi/Ride-hailing
VEH-00372,PLC-HGKIIB25,Suzuki,Vitara,2023,CHS-X1B7X8G04CR1,MTR-91EEFQW4Z6,Guayaquil,Taxi/Ride-hailing
VEH-00373,PLC-FLM28X9Q,Hyundai,Tucson,2014,CHS-4EL0H9COMJTI,MTR-ZAXD6AH7R7,Santo Domingo,Particular
